start,end,id,total_len,country,mode,devicetype,language,consent,relationship,income_reference,income_year,income_month,income_week,country_birth_mother,country_birth_father,country_birth_partner,municipality_years,children_hh,children_out,childr_n_0to5,childr_n_6to15,others_n,grandchildren,pets__1,pets__2,pets__3,pets__4,pets__5,pets__6,contract,worklife_balance,telework,rand1,loneliness_djg_a,loneliness_djg_b,loneliness_djg_c,loneliness_djg_d,loneliness_djg_e,loneliness_djg_f,family_meet_face,family_meet_tele,family_n__1,family_n__1__open,friends_meet_face,friends_meet_tele,friends_n__1,friends_n__1__open,neighbours,social_support_a,social_support_b,social_support_c,social_support_d,relationship_happiness,social_activities_a,social_activities_b,social_activities_c,loneliness_ucla_a,loneliness_ucla_b,loneliness_ucla_c,relationship_need,loneliness_direct,loneliness_intensity,life_events__1,life_events__2,life_events__3,life_events__4,life_events__5,life_events__6,life_events__7,life_events__8,life_events__9,life_events__10,life_events__11,life_events__12,lost_spouse,interventions_heard,interventions_done__1,interventions_done__2,interventions_done__3,interventions_done__4,interventions_done__5,interventions_done__6,interventions_done__7,interventions_done__8,interventions_done__9,interventions_done__10,interventions_done__11,interventions_done__12,interventions_done__13,interventions_done__14,interventions_done__15,interventions_done__16,loneliness_work_a,loneliness_work_b,loneliness_work_c,loneliness_education_a,loneliness_education_b,loneliness_education_c,loneliness_stigma1,loneliness_stigma2,sm_purpose_a,sm_purpose_b,sm_purpose_c,sm_purpose_d,sm_purpose_e,sm_time_a,sm_time_b,sm_time_c,sm_time_d,feelings_nerv,feelings_hopel,feelings_restl,feelings_depr,feelings_worthl,risk_a,risk_b,risk_c,civic_attitudes_a,civic_attitudes_b,civic_attitudes_c,trust,vote,vote_open,child_health,child_health_relatives_1,child_health_relatives_2,child_health_relatives_3,child_health_relatives_4,child_health_relatives_5,child_health_relatives_6,child_relationship_a,child_relationship_b,child_friends,religion_child,religion_now,health_general,smoking,gender,date_birth_month,date_birth_year,age,age_class,country_birth_yourself,sex_orientation,education,adults_n,region_residence,municipality_type,work_status,main_job,occupation,nace_sector,income_source,exercise,health_condition,health_condition_intensity,w_country,w_country_5,w_design
02 Dec 22,05 Dec 22,40,1165.587,10,2,2,fr,1,2,2,,6,,14,14,14,20,0,2,0,0,0,3,1,,,,,,,,,2,3,3,3,2,2,3,2,6,1,5,1,1,1,2,2,3,5,1,2,8,2,1,1,1,1,1,4,5,,,,3,,,,,,9,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,1,1,2,1,2,1,1,3,3,3,3,5,7,7,3,7,7,7,5,168,,2,,,,,5,,5,5,4,5,5,3,3,2,4,1956,66,6,14,1,6,2,40,1,6,,,,3,1,998,,.51776356,.44233778,.7694698
04 Dec 22,04 Dec 22,41,1311.106,27,2,2,sv,1,3,2,,3,,15,15,15,11,2,1,0,1,0,1,1,2,,,,,,9,3,1,3,3,3,2,3,2,2,4,1,8,3,5,1,3,3,5,3,3,5,9,1,1,1,1,1,1,3,5,,,,,,,,7,8,,,,,,2,,,,,,,,,,,,,,,,,5,1,,,,,998,2,3,2,1,2,2,3,2,1,6,6,5,6,5,6,1,3,2,8,8,7,4,374,,3,,,,,5,,5,5,2,4,4,2,3,2,11,1975,47,4,15,1,4,3,134,1,1,3,8,10,2,1,2,,.88605648,1.3331033,.86551613
04 Dec 22,04 Dec 22,42,1231.708,27,2,2,sv,1,1,2,,10,,41,41,,20,0,0,0,0,3,,,,,,,6,,,,1,1,1,1,2,2,3,2,2,1,1,2,3,1,0,6,1,2,2,1,,1,2,1,3,3,3,6,2,7,,,,,5,,,,,,,,,1,1,,,,5,,,,,,,,,,,,,,,,,,1,3,1,2,1,3,1,2,1,8,4,6,2,5,3,3,2,6,5,2,2,6,7,998,,2,1,,,,,,8,6,2,4,5,4,3,1,9,2002,20,1,41,1,4,4,134,3,4,,,,1,3,2,,1.6645005,.70860648,1.2247224
28 Nov 22,04 Dec 22,43,1756.589,27,2,2,sv,1,3,2,,8,,41,41,41,7,2,0,1,1,0,1,,,,,,6,1,9,2,1,2,3,3,1,1,2,6,6,1,9,4,3,1,4,1,4,4,3,4,7,2,3,2,2,2,1,5,4,5,,,,,,,,,,,11,,,1,1,2,3,,,,,,,10,11,,,,,,4,2,2,,,,1,3,1,4,2,3,2,5,3,1,4,4,3,4,3,4,6,4,3,10,7,5,8,376,,1,,,,,5,,9,7,4,5,5,2,3,2,6,1989,33,2,41,3,7,2,135,2,1,1,3,1,1,4,2,,1.1030849,.65722269,1.1433755
04 Dec 22,04 Dec 22,44,1296.502,27,2,1,sv,1,1,2,,999,,13,15,,63,0,0,0,0,0,1,,,,,,6,2,6,2,1,999,999,999,999,999,999,999,5,999,,4,4,999,,1,3,999,999,999,,1,1,1,999,999,999,7,999,,,,,,,,,,,,11,,,2,,,,,,,,,,,,,,,,999,999,997,997,,,,1,998,3,1,1,1,2,1,1,1,1,6,6,6,5,6,2,2,2,8,8,5,7,999,,1,,,,,5,,10,10,2,3,5,2,3,2,1,1959,63,5,41,999,4,1,134,3,1,2,3,1,1,1,2,,.75518799,1.2434114,.93926126
30 Nov 22,04 Dec 22,45,1687.401,10,2,1,fr,1,2,1,,,10,14,14,14,25,0,0,0,0,0,,,,,,,6,,7,2,1,3,3,3,2,2,1,5,7,1,9,3,6,1,1,4,5,5,5,5,10,2,2,2,1,2,2,6,5,,,,,,,,7,8,,,,,,2,,,,,,,,,,,,,,,,,4,3,,,,,1,3,3,3,1,2,4,5,3,3,5,6,6,4,6,6,3,4,1,10,3,10,5,998,,1,,,,,5,,5,4,2,3,2,1,3,1,10,1997,25,1,14,1,8,2,44,1,1,3,1,9,2,8,2,,1.3416646,1.9239234,1.0854439
04 Dec 22,04 Dec 22,46,1214.4659,27,2,2,sv,1,3,999,,999,,999,999,999,48,0,2,0,0,0,3,,,,,,6,1,7,2,1,3,3,3,1,1,1,5,5,999,,4,6,999,,4,998,4,4,4,6,1,3,3,2,1,1,4,5,,,,,,5,,7,8,,,,,,998,,,,,,,,,,,,,,,,,5,3,2,,,,1,3,3,3,2,2,2,3,3,1,6,6,6,3,3,6,6,6,6,6,2,7,7,373,,3,,,3,,,,9,9,2,4,4,2,3,2,4,1971,51,4,41,1,7,2,134,1,1,1,1,8,1,4,1,2,.75063848,1.3200151,.86551613
04 Dec 22,04 Dec 22,47,1024.802,27,2,2,sv,1,3,2,,5,,41,41,999,2,0,0,0,0,0,,,,,,,6,,,,2,3,2,3,1,1,1,3,5,1,8,1,2,1,6,4,5,5,5,5,10,1,4,1,3,1,1,3,5,,,,,,,,,8,9,,,,,1,,,,,,,,,,,,,,,,,,,,,,,998,3,3,6,2,4,3,5,3,1,8,6,2,2,2,2,4,10,3,999,1,999,6,375,,5,,,,4,,,10,3,2,5,5,4,1,2,4,1996,26,2,41,1,3,2,134,3,5,,,,5,4,1,3,1.1600366,1.0876776,1.1433755
04 Dec 22,04 Dec 22,48,879.51202,15,2,2,it,1,2,2,,2,,20,20,15,1,0,0,0,0,0,,,,,,,6,,,,1,2,1,3,2,1,2,2,5,1,4,6,7,1,3,6,5,5,4,5,9,1,3,2,2,2,2,7,3,5,,,,,5,,7,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,5,2,5,1,3,4,4,2,5,4,7,5,5,6,4,4,6,6,6,5,7,5,4,3,4,5,998,,3,1,,3,,,,7,4,1,3,5,1,3,2,5,1994,28,2,20,1,8,2,75,2,2,,,,1,4,2,,.22462726,.46155825,.66502756
04 Dec 22,04 Dec 22,49,858.88,10,2,1,fr,1,1,2,,3,,14,14,,1,0,0,0,0,0,,,,,,,6,1,8,2,2,2,2,3,2,1,2,3,5,999,,4,7,1,2,2,3,4,3,1,,6,3,5,2,1,3,6,2,7,,,,,,,,,,,11,,,2,1,2,3,,5,,,8,,,11,,,,,,4,1,997,,,,1,3,2,2,1,2,4,2,4,1,5,5,4,4,3,3,2,2,2,3,4,6,6,170,,1,,,,4,,,5,7,1,3,4,2,3,2,8,1997,25,1,14,1,8,1,38,2,1,2,5,9,1,3,2,,.81883758,1.1708416,1.0854439
04 Dec 22,04 Dec 22,50,1307.266,15,2,2,it,1,3,2,,8,,999,999,999,55,0,2,0,0,0,1,1,2,,,,,1,5,2,2,3,3,3,2,3,2,6,7,1,3,3,3,1,2,2,3,3,4,4,9,1,2,4,1,2,1,4,4,4,,,,,,,7,8,,,,,,2,,,,,,,,,,,,,,,998,,3,3,3,,,,1,2,2,3,4,2,1,4,4,1,1,4,6,3,4,4,3,5,2,6,8,9,5,999,,1,,,,,5,,7,9,2,2,5,1,3,2,3,1967,55,4,20,1,4,2,77,2,1,2,3,10,1,6,2,,.89040518,.53354287,.93732136
04 Dec 22,04 Dec 22,51,1873.641,15,2,2,it,1,3,2,,999,,224,224,224,73,1,2,0,0,0,3,,2,,,,,,,,1,3,2,3,3,2,1,4,7,1,80,6,6,1,6,2,4,2,4,4,8,4,2,1,1,1,1,6,5,,,,,,,,,,,,11,,,2,,,,,,,,,,,,,,,,,,,,,,,1,3,4,3,3,4,4,5,5,4,2,6,6,6,6,6,4,5,5,9,9,9,6,999,,1,,,,,5,,10,10,1,2,1,1,3,1,6,1949,73,6,20,1,4,2,78,1,6,,,,3,3,2,,1.3359766,1.5678935,.41650206
04 Dec 22,04 Dec 22,52,973.62,15,2,1,it,1,3,2,,9,,20,20,27,10,1,0,0,1,1,3,,,,,,6,1,8,2,2,3,3,3,2,2,2,2,2,999,,7,7,1,1,1,4,4,5,5,10,2,1,1,1,1,1,5,5,,,,,,,,,,,,11,,,1,,,,,,,,,,,,,,,,,5,1,1,,,,1,3,4,2,1,3,5,5,5,5,5,6,4,4,6,6,1,1,5,10,4,1,2,999,,1,,,,,5,,8,8,1,2,3,1,3,1,6,1977,45,3,20,1,4,2,75,1,1,2,3,6,1,1,2,,1.0638493,1.324005,.7537393
04 Dec 22,04 Dec 22,53,1119.469,21,2,1,pl,1,3,998,,3,,33,33,33,50,0,2,0,0,1,1,,,,,,6,1,7,2,1,3,3,3,2,2,2,5,7,1,13,5,6,1,50,2,999,5,5,5,10,5,3,2,1,1,1,6,5,,,,3,,,,,,,10,,,,998,,,,,,,,,,,,,,,,,5,1,2,,,,998,3,4,3,3,3,4,6,6,1,5,5,6,5,6,6,4,4,3,8,3,5,7,342,,1,,,,,5,,8,8,3,1,1,1,3,1,1,1965,57,5,33,1,8,3,102,2,1,2,2,8,1,1,998,,.0031645838,.0018732427,1.310517
04 Dec 22,04 Dec 22,54,971.18597,15,2,1,it,1,2,2,,7,,20,20,20,10,0,0,0,0,0,1,,,,,,6,,,,1,2,2,2,2,3,2,2,7,1,3,2,4,1,1,1,4,2,3,4,7,2,2,2,2,2,2,4,3,6,,,3,,,,7,8,,,,,,2,,2,3,,,,,,,,,,,,,,,,,2,5,5,1,2,3,2,1,3,4,3,4,1,5,3,3,3,3,3,4,3,4,8,6,5,4,233,,2,,,,,5,,9,8,2,2,4,2,3,1,12,1991,31,2,20,1,4,1,77,3,2,,,,1,5,2,,2.3033023,1.4924517,1.3300551
04 Dec 22,04 Dec 22,55,583.086,10,2,2,fr,1,3,2,,7,,14,14,14,5,0,0,0,0,0,1,1,,,,,,1,5,1,2,3,3,3,3,3,1,2,6,1,4,2,7,1,4,3,5,5,5,5,9,6,2,1,1,1,2,999,5,,,,,,,,7,,,,,,,1,,,,,,,,,,,,,,,,,5,1,1,,,,1,2,2,5,2,5,6,5,4,5,4,5,6,6,5,6,1,2,1,10,8,4,3,999,,4,,,,,,999,999,999,2,5,5,2,3,3,3,1991,31,2,14,4,8,2,42,2,1,2,1,7,1,4,1,2,1.1384375,.85911465,1.3381872
04 Dec 22,04 Dec 22,56,1253.667,27,2,2,sv,1,1,2,,4,,41,41,,4,0,0,0,0,0,1,,,,,,6,2,7,2,1,3,3,3,1,1,1,5,7,1,2,5,7,1,0,1,5,5,5,4,,5,5,4,2,1,1,5,5,,,2,3,,,,7,8,,,,,,1,,,,,,,,,,,,,,,,,4,2,2,,,,1,3,2,1,2,2,2,2,1,1,2,5,6,3,5,6,2,2,2,8,8,8,6,376,,1,,,,,5,,10,2,2,4,4,2,3,2,4,1964,58,5,41,1,9,1,134,3,1,2,1,9,1,6,2,,.63977087,1.0835493,.93926126
04 Dec 22,04 Dec 22,57,2483.4819,15,2,1,it,1,3,2,,8,,20,20,20,15,0,2,0,0,0,3,,2,,,,,,8,1,2,3,3,3,2,2,1,4,5,1,4,4,5,1,2,3,4,4,4,4,7,1,2,1,1,2,2,3,4,4,,,,,,,,,,,11,,,998,1,,,,,,,,,,11,,13,,,,5,2,,,,,1,998,1,1,1,1,1,1,3,1,1,3,4,3,4,6,2,3,2,7,5,8,7,241,,3,,,,,5,,9,3,2,4,5,2,3,2,9,1958,64,5,20,1,4,2,75,1,1,3,3,6,1,8,2,,.61324972,.37902948,.67793018
04 Dec 22,04 Dec 22,58,1161.718,27,2,1,sv,1,3,2,,9,,41,41,41,24,1,2,0,0,0,1,1,,,,,,,6,2,1,3,999,2,2,2,2,2,6,999,,5,6,999,,1,5,4,4,4,6,3,2,1,1,1,1,5,5,,,,3,,,,,,,,,,,998,,,,,,,,,,,,,,,,,5,997,,,,,998,3,2,2,3,2,3,3,2,1,4,5,6,2,4,4,2,3,2,5,2,4,8,998,,2,1,,,4,,,4,4,2,4,5,2,3,2,6,1968,54,4,41,1,4,3,134,2,1,3,4,6,1,4,1,2,.88605648,.526384,.86551613
04 Dec 22,04 Dec 22,59,1215.045,21,2,1,pl,1,3,2,,7,,33,33,33,39,1,1,0,0,0,1,,2,,,,,1,8,2,2,2,1,2,2,3,2,4,6,1,12,4,6,999,,3,4,3,3,5,9,1,2,1,3,2,3,5,2,9,,,,,,,,,9,,,,,1,1,,,,,,,,,10,,,13,,,,5,2,3,,,,1,3,2,3,2,2,2,4,2,4,6,3,5,3,2,4,10,1,1,5,1,5,5,999,,1,,2,,,,,9,3,2,3,5,3,3,1,9,1958,64,5,33,999,4,3,105,3,1,2,5,1,1,1,999,,3.0000999,2.9986827,1.310517
04 Dec 22,04 Dec 22,60,979.255,10,2,2,fr,1,1,2,,4,,14,14,,34,0,0,0,0,0,1,,2,,,,,,,,1,3,3,3,1,2,2,3,5,1,8,7,6,1,4,1,998,2,4,2,,5,5,5,2,2,2,6,5,,,,,,,,,,,,11,,,2,,,,,,,,,,,,,,,,,,,,,,,1,998,3,1,2,1,1,2,1,4,1,4,3,5,4,3,4,4,4,8,4,5,8,168,,1,,,,,5,,10,10,2,4,5,2,3,2,1,1956,66,6,14,999,6,1,40,3,6,,,,3,8,2,,.25888178,.3361952,.3847349
04 Dec 22,04 Dec 22,61,1078.2729,15,2,1,it,1,3,2,,4,,20,20,20,2,0,0,0,0,1,,,,,,,6,1,6,2,2,2,2,2,2,3,2,4,5,1,4,4,6,1,3,1,4,5,4,5,10,2,2,1,2,2,2,6,3,6,,,3,,,,,,9,10,,,,2,,,,,,,,,,,,12,,,,,2,4,5,,,,1,2,3,2,1,3,2,4,3,4,4,2,4,3,3,4,4,4,4,2,3,6,3,232,,4,,,,,5,,9,2,3,4,5,3,1,1,10,1994,28,2,20,1,4,2,75,3,1,2,6,4,1,1,2,,1.6947464,2.1013749,1.3300551
04 Dec 22,04 Dec 22,62,1841.749,10,2,2,fr,1,3,2,,7,,46,46,46,2,3,0,2,1,0,1,,,,,,6,1,10,2,1,2,2,2,2,2,2,7,7,1,4,3,5,1,3,2,5,2,5,4,8,1,3,1,2,2,2,4,3,4,,,,,,,,,,,11,,,2,,,,,,,,,,,,,,14,,,4,3,3,,,,1,2,1,2,1,1,4,1,3,1,3,4,4,4,4,5,7,10,1,10,9,10,8,170,,1,,,,,5,,10,10,2,2,2,1,3,1,11,1986,36,3,46,1,8,2,41,3,1,2,2,7,1,1,2,,.19570695,.14702521,.7236163
04 Dec 22,04 Dec 22,63,1420.718,27,2,2,sv,1,3,2,,10,,41,41,41,52,0,2,0,0,0,2,,,,,,6,1,9,2,2,3,3,3,1,1,2,6,7,1,16,4,5,1,4,3,4,5,4,5,9,2,2,3,2,2,1,3,4,3,,,,,,,7,8,,,,,,2,1,2,3,,,,,,,,11,,,,,,5,2,3,,,,1,3,2,2,2,2,3,4,3,3,6,5,6,5,5,6,7,7,7,9,7,7,8,373,,1,,,,,5,,9,9,2,4,4,1,3,2,3,1965,57,5,41,1,6,2,134,2,1,2,3,9,1,4,2,,.63977087,.42784607,.93926126
04 Dec 22,04 Dec 22,64,1556.485,27,2,1,sv,1,3,2,,5,,41,41,11,54,1,0,0,0,0,3,,,,,,6,,,,1,2,3,3,1,2,1,7,7,1,2,3,6,1,2,1,4,4,4,4,6,2,2,1,2,2,2,6,4,4,,,,,,,7,8,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,1,2,2,3,1,3,2,3,2,1,7,3,2,4,2,4,2,2,4,5,4,6,3,375,,2,,,,,5,,5,6,2,5,5,4,3,2,4,1964,58,5,41,1,4,3,134,2,5,,,,1,3,1,1,.75518799,.87839299,.93926126
02 Dec 22,04 Dec 22,65,697.09802,27,2,2,sv,1,3,2,,7,,41,41,41,3,0,3,0,0,0,1,1,,,,,,1,6,2,2,3,3,3,1,1,2,2,7,1,5,3,7,999,,2,5,998,998,5,7,1,2,1,1,1,1,5,3,6,,,,,,,,,,,11,,,2,,,,,,,,,,,,,,,998,,4,1,4,,,,1,3,2,5,2,5,5,6,2,1,7,999,999,999,999,999,4,5,7,6,2,5,5,998,,2,1,,,,,,7,7,1,5,5,3,3,2,2,1964,58,5,41,1,7,3,134,1,1,2,3,1,1,1,2,,.63977087,.48167983,.93926126
03 Dec 22,03 Dec 22,66,1697.043,27,2,1,sv,1,1,2,,1,,41,41,,0,0,0,0,0,8,,,,,,,6,3,6,2,1,3,3,3,2,1,1,4,7,1,5,6,7,1,5,1,5,3,5,4,,1,3,7,1,1,2,5,4,2,,,,,5,,7,8,,,,,,1,1,,,,,,,,,10,11,,,,,,4,1,1,,,,1,998,3,5,2,4,4,6,3,1,2,2,6,2,3,5,3,3,6,7,2,4,6,378,,1,,,3,,,,10,7,2,3,5,2,3,2,9,2001,21,1,41,3,4,4,134,1,1,1,5,6,1,1,2,,1.4406717,3.0000975,1.2247224
03 Dec 22,03 Dec 22,67,1132.114,10,2,2,fr,1,3,2,,7,,14,14,14,1,0,0,0,0,0,,,2,,,,,1,3,2,1,3,3,3,2,2,2,5,7,999,,999,999,1,5,2,4,4,4,3,10,1,1,1,1,1,1,3,4,3,,,,,,,7,8,,10,,,,2,,,,,,,,,,,,,,14,,,5,997,997,,,,1,3,3,2,2,3,2,4,4,1,7,4,4,4,5,4,1,1,1,5,5,6,6,999,,1,,,,,5,,7,7,3,5,5,1,1,1,1,2000,22,1,14,1,4,2,45,3,1,2,6,999,1,1,2,,3.0000451,3.0000451,1.0854439
03 Dec 22,03 Dec 22,68,1306.4,15,2,2,it,1,3,2,,7,,20,20,20,63,1,0,0,0,0,3,,,,,,6,1,9,2,2,3,2,2,2,3,3,2,2,1,2,2,5,999,,2,4,3,4,4,7,2,2,2,2,2,2,6,4,5,,,,,,,,,,,,999,,2,,,,,,,,,,,,12,,,,,2,2,4,,,,1,3,2,3,1,3,1,4,2,1,1,3,3,3,4,3,4,4,4,6,6,6,4,234,,2,,,,,5,,6,6,3,2,4,2,2,1,8,1959,63,5,20,1,4,3,77,2,1,2,3,1,1,7,998,,.7586894,.47890553,.79114777
03 Dec 22,03 Dec 22,69,951.56,15,2,1,it,1,1,2,,3,,20,20,,51,0,0,0,0,0,3,1,,,,,,1,10,2,1,3,2,3,2,3,1,4,5,1,2,2,4,999,,3,5,3,3,5,,1,2,2,3,1,1,6,4,6,,,,,,,,,,,11,,,2,1,,,,,,,,,,11,,,,,,4,3,4,,,,1,998,3,1,1,2,3,2,2,1,2,5,6,3,5,5,10,8,1,8,7,9,8,998,,2,,,,,5,,9,9,2,2,998,2,3,2,2,1971,51,4,20,1,4,1,79,2,1,2,1,8,1,2,1,2,.49861458,.53726995,.40159276
03 Dec 22,03 Dec 22,70,756.698,27,2,2,sv,1,3,2,,7,,41,41,999,0,0,0,0,0,0,,1,,,,,,1,4,2,1,1,3,2,3,3,2,4,5,999,,4,7,1,0,2,1,3,5,3,6,2,2,2,2,3,3,5,2,7,1,,,,5,,7,8,,10,,,,1,,,,,,,,,,,,12,,,,,4,2,5,,,,1,3,3,4,2,3,3,6,2,3,7,1,3,2,2,2,2,4,7,7,3,7,2,373,,4,,,3,4,,,2,4,2,4,4,4,3,2,6,1995,27,2,41,1,4,2,135,2,1,2,4,6,1,4,1,2,1.3020856,.70751905,1.1433755
03 Dec 22,03 Dec 22,71,1549.7419,15,2,1,it,1,3,2,,9,,20,14,20,30,0,0,0,0,0,1,,,,,,6,1,7,1,1,3,3,3,1,1,1,6,7,1,5,5,6,1,4,2,5,5,5,5,10,4,3,3,1,1,1,6,5,,,,,,,,7,8,,,,,,1,,,,,,,,,,,,,,,,,4,1,1,,,,1,3,3,3,1,3,5,3,5,1,4,3,6,5,6,6,5,3,3,10,10,7,6,240,,1,,,,,5,,10,10,2,2,3,2,3,2,3,1992,30,2,20,1,8,2,76,2,1,2,3,10,1,4,2,,.38836139,.47757825,.66502756
03 Dec 22,03 Dec 22,72,2537.4399,15,2,1,it,1,3,2,,6,,20,20,20,20,1,1,0,0,0,3,1,,,,,,,,,2,3,3,3,1,2,1,2,6,1,1,3,5,1,1,1,5,3,4,5,10,4,3,1,1,2,1,5,5,,,,,,,,,,,,11,,,1,,,,,,,,,,,,,,,,,,,,,,,1,998,3,1,1,1,1,1,2,3,5,6,6,6,6,6,11,8,2,10,8,9,7,417,,2,,,,,5,,10,9,1,1,2,2,3,1,8,1947,75,6,20,1,4,2,76,1,6,,,,3,6,998,,1.6198694,1.5160775,.4860599
03 Dec 22,03 Dec 22,73,1333.599,15,2,2,it,1,3,2,,8,,20,20,20,6,0,0,0,0,0,1,,,,,,6,1,4,2,2,2,2,2,3,2,2,3,6,1,6,3,6,1,2,5,5,4,5,5,9,2,2,2,2,2,2,6,3,5,,,,,,,7,8,,,,,,2,,,,,,,,,,,,12,,,,,5,1,1,,,,2,3,2,2,1,2,3,3,4,1,5,3,2,3,3,3,7,6,6,6,7,7,7,998,,2,,,,,5,,9,9,3,2,5,2,3,2,12,1987,35,2,20,1,7,2,76,2,1,2,3,7,1,2,2,,.33278474,.21771027,.56985843
03 Dec 22,03 Dec 22,74,992.20697,21,2,1,pl,1,4,2,,8,,33,33,,46,0,1,0,0,0,1,,,,,,6,1,6,2,1,3,3,3,2,2,2,6,7,1,4,6,7,1,2,2,4,5,4,4,,3,2,3,2,1,1,6,5,,1,,,,,,7,,,,,,,1,,,,,,,,,,,,,,,,,5,2,2,,,,1,3,4,4,2,3,6,6,5,1,3,3,6,3,5,6,2,3,3,8,5,7,7,339,,1,1,,,,,,8,7,1,1,2,1,3,1,11,1975,47,4,33,1,8,1,103,2,1,2,2,1,1,5,2,,.0062609413,.007256005,1.1285007
03 Dec 22,03 Dec 22,75,954.117,10,2,1,fr,1,3,2,,6,,14,14,14,40,0,2,0,0,0,3,,,,,,6,,,,1,2,1,2,2,3,2,6,7,1,4,5,6,1,4,4,5,3,5,4,9,5,5,3,2,2,2,6,3,6,,,,,,,,8,9,,,,,1,,,3,,,,,8,9,,11,,,,,,,,,,,,1,3,3,3,1,1,2,1,3,1,5,3,4,3,4,3,5,5,6,7,4,4,5,168,,2,,,,,5,,4,4,3,5,4,2,3,1,6,1950,72,6,14,1,6,2,42,2,6,,,,3,4,2,,.44704965,.36734089,.80283248
03 Dec 22,03 Dec 22,76,1567.215,21,2,1,pl,1,3,998,,998,,33,33,33,45,2,0,0,1,0,1,1,,,,,,,3,1,1,3,1,3,2,3,1,6,5,1,5,3,4,1,1,3,4,4,4,5,7,2,2,2,2,1,1,6,5,,,,,,,,7,,9,,,,,1,,,,,,,,,,,,,,,,,4,997,,,,,1,3,4,4,2,2,2,6,1,1,1,2,4,3,2,5,2,3,1,7,4,3,3,337,,1,1,2,,,,,9,4,2,2,2,2,3,2,5,1973,49,4,33,1,8,5,102,2,1,3,1,10,1,3,2,,.16032796,.13666214,1.1285007
03 Dec 22,03 Dec 22,77,1343.743,10,2,1,fr,1,4,2,,9,,14,14,,50,0,2,0,0,0,2,,,,,,6,,,,2,3,3,3,1,1,1,5,5,1,8,3,6,1,4,2,4,4,4,4,,5,4,4,1,1,1,6,5,,,,,,,,,,,,11,,,1,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,2,1,2,2,2,1,1,5,6,6,6,6,4,3,2,7,7,5,4,168,,1,,,,,5,,10,10,2,2,4,2,3,2,4,1947,75,6,14,1,9,1,41,3,6,,,,3,3,1,3,.17015651,.20944756,.3847349
03 Dec 22,03 Dec 22,78,888.578,27,2,1,sv,1,3,2,,8,,13,41,41,10,0,2,0,0,0,3,,2,,,,,,,,2,3,3,3,2,2,1,2,5,1,1,5,5,1,0,4,5,5,4,5,9,2,1,3,1,1,1,2,5,,,,3,4,,,7,8,9,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,1,1,3,1,2,1,1,5,6,5,5,6,6,6,4,9,7,4,8,376,,3,1,2,,4,,,2,2,4,5,5,2,3,2,5,1962,60,5,41,1,6,2,134,2,5,,,,1,6,1,1,.63977087,.48167983,.93926126
03 Dec 22,03 Dec 22,79,1642.0959,15,2,1,it,1,1,2,,7,,20,20,,46,0,0,0,0,0,1,,,,,,6,1,6,2,2,3,3,3,2,3,1,5,6,1,1,4,6,1,3,6,998,2,3,2,,1,1,1,1,2,1,6,5,,,,,4,,,,,,10,,,,2,,,,,,,,,,,,,,,,,5,2,2,,,,1,3,1,3,1,3,3,2,3,1,4,4,5,3,5,5,2,2,2,8,5,8,2,241,,3,,,,,5,,9,9,2,2,5,3,2,1,9,1976,46,4,20,1,4,3,75,1,1,2,3,7,3,1,2,,.65685248,.42948416,1.2047783
03 Dec 22,03 Dec 22,80,1737.855,15,2,2,it,1,3,2,,6,,20,20,20,52,1,0,1,1,0,1,,,,,,6,1,7,1,1,3,3,3,2,2,2,1,2,1,4,4,4,1,2,2,5,4,5,5,8,2,4,1,1,1,1,7,5,,,,,,,,,,,,11,,,2,,,,,,,,,,,,,,,,,4,3,5,,,,1,2,3,3,2,3,3,3,2,3,2,3,6,4,6,6,9,9,5,10,10,8,4,233,,3,1,,,,,,6,6,2,4,2,2,3,1,7,1970,52,4,20,999,7,2,79,3,1,2,1,4,1,4,999,,.18770289,.12322288,.93732136
03 Dec 22,03 Dec 22,81,651.38702,27,2,2,sv,1,3,2,,9,,41,41,41,30,0,2,0,0,0,3,,,,,,6,1,9,2,2,3,3,3,2,2,1,5,6,1,4,3,2,1,0,6,5,5,4,4,6,5,2,2,1,2,1,6,5,,,,,,,,,,,,11,,,2,,,,,,,,,,,,,,,,,5,2,4,,,,1,2,3,3,2,3,2,4,2,1,4,3,5,3,5,3,3,4,6,4,2,2,4,373,,4,,,,,5,,3,4,3,4,5,2,3,2,1,1965,57,5,41,1,4,3,133,3,1,2,1,4,1,4,2,,.79135978,.46855763,.93926126
03 Dec 22,03 Dec 22,82,1309.255,15,2,1,it,1,2,2,,7,,20,20,20,26,1,0,0,0,1,3,1,2,,4,,,,,,2,3,3,3,1,2,1,3,4,1,5,1,1,1,0,2,5,2,3,4,7,1,2,1,1,1,1,2,4,3,,,,,,6,7,8,,,,,,2,,,,,,,,,,,,,,14,,,,,,,,,998,3,2,1,1,2,1,1,2,4,6,6,6,6,6,6,5,2,2,6,1,7,2,417,,1,,,,,5,,8,7,2,2,5,2,2,1,5,1959,63,5,20,1,3,4,75,1,6,,,,1,3,2,,.71752393,.46816176,1.0168953
